crop,category,N,P,K,temperature,humidity,ph,rainfall,soil_type,season,water_avail,state
coriander,spice,49.0,41.0,45.0,18.9,42.0,6.14,40.5,sandy,rabi,irrigated,Gujarat
ragi,millet,78.0,27.0,33.0,28.8,65.7,6.45,97.7,red,kharif,irrigated,Uttarakhand
brinjal,vegetable,53.0,33.0,39.0,26.1,83.5,7.44,120.3,sandy,rabi,rainfed,Bihar
pineapple,horticulture,55.0,25.0,34.0,34.0,88.2,5.01,136.8,sandy,kharif,rainfed,Karnataka
banana,horticulture,113.0,61.0,101.0,32.3,70.9,6.22,125.0,alluvial,kharif,rainfed,Andhra Pradesh
pigeonpeas,pulse,38.0,52.0,36.0,30.4,57.3,7.06,93.5,loamy,kharif,rainfed,Uttar Pradesh
groundnut,cash,18.0,65.0,66.0,30.3,55.5,6.59,73.6,red,rabi,irrigated,Rajasthan
bajra,millet,43.0,23.0,30.0,35.3,51.6,7.03,73.7,red,kharif,rainfed,Haryana
castor,oilseed,49.0,30.0,59.0,29.0,61.5,8.17,103.1,alluvial,kharif,irrigated,Tamil Nadu
cocoa,plantation,33.0,39.0,49.0,20.5,81.3,6.37,252.4,alluvial,kharif,irrigated,Kerala
pepper,spice,30.0,40.0,107.0,28.2,99.7,6.08,281.4,laterite,kharif,rainfed,Karnataka
mustard,oilseed,90.0,64.0,35.0,20.2,55.9,7.01,65.3,loamy,rabi,rainfed,Madhya Pradesh
jasmine,flower,58.0,56.0,39.0,19.8,68.5,7.26,141.5,alluvial,kharif,irrigated,Andhra Pradesh
papaya,horticulture,83.0,36.0,75.0,35.4,68.1,7.15,153.9,loamy,kharif,rainfed,Karnataka
greengram,pulse,30.0,54.0,33.0,27.9,73.2,7.44,87.7,loamy,zaid,rainfed,Andhra Pradesh
cotton,cash,65.0,38.0,58.0,23.8,79.1,6.62,93.1,alluvial,kharif,irrigated,Gujarat
cocoa,plantation,37.0,41.0,30.0,36.5,75.7,7.38,185.1,loamy,kharif,irrigated,Karnataka
apple,horticulture,43.0,37.0,42.0,5.9,71.2,6.19,173.4,alluvial,rabi,irrigated,Arunachal Pradesh
chickpea,pulse,37.0,52.0,61.0,16.5,65.9,6.62,77.4,loamy,rabi,rainfed,Karnataka
castor,oilseed,31.0,27.0,36.0,37.8,58.7,6.77,66.9,sandy,kharif,rainfed,Rajasthan
mustard,oilseed,81.0,42.0,40.0,13.0,57.0,6.32,71.1,loamy,rabi,irrigated,Uttar Pradesh
wheat,cereal,146.0,66.0,49.0,12.1,51.9,6.91,100.1,loamy,rabi,rainfed,Madhya Pradesh
cabbage,vegetable,75.0,53.0,74.0,16.4,80.4,6.99,109.1,loamy,rabi,rainfed,West Bengal
lentil,pulse,24.0,28.0,22.0,18.7,64.9,7.64,56.4,alluvial,rabi,rainfed,Uttar Pradesh
chilli,spice,85.0,71.0,68.0,29.6,65.8,6.82,81.5,alluvial,kharif,rainfed,Andhra Pradesh
rose,flower,68.0,73.0,69.0,28.9,82.7,5.62,160.9,alluvial,rabi,irrigated,Tamil Nadu
cocoa,plantation,43.0,22.0,39.0,25.8,94.6,6.16,223.3,loamy,kharif,rainfed,Tamil Nadu
onion,vegetable,49.0,58.0,40.0,22.7,65.0,6.78,86.2,loamy,kharif,rainfed,Gujarat
jasmine,flower,37.0,59.0,57.0,33.0,69.9,6.54,143.7,loamy,kharif,rainfed,Tamil Nadu
apple,horticulture,34.0,38.0,19.0,13.2,67.0,5.91,106.5,loamy,rabi,rainfed,Jammu & Kashmir
kidneybeans,pulse,43.0,70.0,29.0,14.7,65.9,6.81,98.1,loamy,kharif,irrigated,Karnataka
watermelon,horticulture,70.0,28.0,66.0,39.0,55.1,7.29,49.9,loamy,zaid,rainfed,Rajasthan
tobacco,cash,44.0,29.0,59.0,20.0,64.1,5.88,62.0,loamy,rabi,irrigated,Bihar
jute,cash,82.0,28.0,54.0,34.7,75.5,7.08,204.4,alluvial,kharif,irrigated,Assam
jute,cash,81.0,40.0,51.0,24.1,70.5,7.06,269.4,loamy,kharif,irrigated,Bihar
guava,horticulture,46.0,27.0,28.0,22.1,53.1,5.12,144.1,sandy,kharif,irrigated,Karnataka
sapota,horticulture,27.0,17.0,54.0,33.1,65.5,7.24,113.5,loamy,kharif,rainfed,Andhra Pradesh
ginger,spice,61.0,37.0,60.0,30.8,73.5,6.21,214.9,alluvial,kharif,rainfed,Karnataka
grapes,horticulture,39.0,20.0,35.0,24.5,55.6,6.7,80.9,loamy,rabi,irrigated,Mizoram
chilli,spice,68.0,62.0,76.0,18.9,63.3,6.94,61.7,black,rabi,rainfed,Karnataka
watermelon,horticulture,39.0,31.0,58.0,29.5,72.7,6.02,39.2,sandy,zaid,rainfed,Andhra Pradesh
grapes,horticulture,29.0,28.0,32.0,21.1,54.8,7.58,70.7,red,rabi,rainfed,Andhra Pradesh
ragi,millet,69.0,41.0,31.0,28.3,84.5,6.54,65.3,laterite,kharif,rainfed,Odisha
pigeonpeas,pulse,29.0,45.0,36.0,29.4,77.2,7.5,64.9,loamy,kharif,irrigated,Maharashtra
rubber,plantation,24.0,27.0,34.0,26.1,90.0,4.79,308.8,laterite,kharif,rainfed,Tamil Nadu
tobacco,cash,61.0,39.0,63.0,18.6,76.7,7.02,92.1,sandy,rabi,rainfed,Gujarat
chilli,spice,54.0,59.0,61.0,25.5,59.5,7.37,61.8,loamy,kharif,irrigated,Maharashtra
ginger,spice,76.0,40.0,68.0,20.8,72.8,7.48,161.5,loamy,kharif,irrigated,Karnataka
coffee,plantation,82.0,30.0,55.0,29.2,72.1,6.39,211.6,red,kharif,rainfed,Andhra Pradesh
banana,horticulture,120.0,60.0,120.0,22.2,87.0,7.49,235.3,red,kharif,rainfed,Maharashtra
barley,cereal,59.0,57.0,41.0,7.6,67.5,7.43,48.8,sandy,rabi,irrigated,Himachal Pradesh
pomegranate,horticulture,41.0,38.0,24.0,23.2,48.4,6.84,46.8,sandy,kharif,rainfed,Gujarat
greengram,pulse,31.0,50.0,36.0,37.8,82.6,6.32,81.9,red,kharif,irrigated,Maharashtra
blackgram,pulse,41.0,36.0,38.0,26.4,71.7,6.43,99.8,alluvial,rabi,rainfed,Madhya Pradesh
orange,horticulture,36.0,23.0,34.0,18.8,69.1,5.84,119.2,laterite,rabi,irrigated,Meghalaya
mustard,oilseed,100.0,51.0,39.0,20.6,59.6,6.28,50.0,sandy,rabi,irrigated,Haryana
brinjal,vegetable,55.0,53.0,51.0,27.5,65.5,7.22,86.0,alluvial,kharif,irrigated,Andhra Pradesh
cowpea,pulse,23.0,35.0,32.0,29.2,57.2,6.03,105.3,red,zaid,irrigated,Rajasthan
turmeric,spice,47.0,49.0,87.0,30.2,72.9,6.3,123.1,red,kharif,rainfed,Telangana
pineapple,horticulture,42.0,29.0,36.0,34.1,86.0,6.47,154.8,sandy,kharif,irrigated,West Bengal
ragi,millet,57.0,24.0,46.0,32.0,71.7,5.63,109.1,loamy,kharif,irrigated,Uttarakhand
mango,horticulture,20.0,32.0,73.0,26.5,44.0,5.59,83.0,alluvial,kharif,irrigated,Karnataka
papaya,horticulture,79.0,46.0,71.0,27.3,77.6,6.03,152.9,alluvial,kharif,rainfed,Gujarat
castor,oilseed,54.0,33.0,53.0,23.6,71.7,7.54,66.5,alluvial,kharif,rainfed,Tamil Nadu
rubber,plantation,39.0,30.0,39.0,26.5,81.8,5.45,231.7,alluvial,kharif,rainfed,Assam
sesame,oilseed,30.0,46.0,20.0,29.1,45.3,7.08,63.7,sandy,kharif,irrigated,Gujarat
turmeric,spice,59.0,54.0,84.0,26.3,88.7,5.75,93.5,red,kharif,rainfed,Karnataka
okra,vegetable,64.0,30.0,37.0,26.6,55.8,6.93,100.0,alluvial,kharif,rainfed,Andhra Pradesh
greengram,pulse,22.0,40.0,24.0,33.2,60.0,6.74,88.4,red,zaid,irrigated,Rajasthan
watermelon,horticulture,73.0,50.0,73.0,39.5,76.6,6.33,62.6,sandy,kharif,rainfed,Andhra Pradesh
sesame,oilseed,30.0,31.0,42.0,30.6,48.3,7.73,58.0,loamy,kharif,rainfed,West Bengal
jowar,millet,67.0,30.0,28.0,36.9,33.7,7.78,48.0,black,kharif,rainfed,Madhya Pradesh
cowpea,pulse,21.0,48.0,41.0,30.1,73.8,7.09,90.4,red,zaid,rainfed,Andhra Pradesh
jowar,millet,69.0,26.0,41.0,30.5,55.4,6.59,40.7,loamy,rabi,rainfed,Maharashtra
brinjal,vegetable,73.0,49.0,48.0,22.9,67.1,6.33,63.1,sandy,kharif,rainfed,Gujarat
cardamom,spice,22.0,27.0,36.0,20.7,91.2,5.39,416.8,laterite,kharif,irrigated,Karnataka
watermelon,horticulture,71.0,39.0,70.0,29.0,62.8,6.35,58.3,loamy,kharif,irrigated,Andhra Pradesh
wheat,cereal,153.0,77.0,64.0,25.4,68.1,7.25,102.0,black,rabi,irrigated,Uttar Pradesh
groundnut,cash,18.0,86.0,51.0,29.3,55.8,6.37,90.9,red,kharif,rainfed,Tamil Nadu
greengram,pulse,24.0,30.0,20.0,23.8,81.7,6.6,87.8,alluvial,kharif,rainfed,Maharashtra
kidneybeans,pulse,37.0,76.0,40.0,21.1,67.7,6.31,94.9,loamy,kharif,rainfed,Uttarakhand
orange,horticulture,41.0,21.0,14.0,22.0,79.2,6.26,117.8,loamy,rabi,rainfed,Rajasthan
rice,cereal,138.0,54.0,50.0,37.6,85.9,5.51,290.0,alluvial,kharif,irrigated,Tamil Nadu
horsegram,pulse,15.0,37.0,31.0,31.7,66.2,6.56,67.0,red,rabi,rainfed,Chhattisgarh
tomato,vegetable,70.0,64.0,53.0,27.6,67.2,6.21,110.0,red,rabi,irrigated,Andhra Pradesh
potato,vegetable,114.0,71.0,93.0,19.3,88.6,5.41,131.9,sandy,rabi,irrigated,Gujarat
arecanut,plantation,27.0,23.0,85.0,35.1,74.9,6.76,170.1,loamy,kharif,irrigated,Tamil Nadu
jute,cash,62.0,32.0,58.0,29.7,96.2,6.72,224.7,loamy,kharif,irrigated,Bihar
cocoa,plantation,37.0,32.0,47.0,37.4,85.9,6.56,201.6,alluvial,kharif,rainfed,Kerala
pomegranate,horticulture,39.0,33.0,31.0,30.6,40.6,6.65,49.0,loamy,kharif,rainfed,Karnataka
rose,flower,57.0,65.0,58.0,30.0,68.3,6.73,83.3,loamy,rabi,irrigated,Karnataka
grapes,horticulture,33.0,34.0,37.0,17.9,74.1,6.85,61.6,red,rabi,irrigated,Karnataka
brinjal,vegetable,62.0,30.0,53.0,35.4,86.0,5.52,100.5,sandy,rabi,rainfed,Gujarat
jowar,millet,45.0,30.0,54.0,24.1,49.4,6.03,52.2,loamy,rabi,rainfed,Madhya Pradesh
arecanut,plantation,23.0,19.0,74.0,21.6,74.2,6.48,252.1,laterite,kharif,rainfed,Kerala
greengram,pulse,20.0,41.0,21.0,34.2,84.6,6.67,85.4,alluvial,kharif,rainfed,Rajasthan
tea,plantation,18.0,27.0,10.0,25.1,84.9,5.44,299.5,laterite,kharif,irrigated,Assam
muskmelon,horticulture,33.0,45.0,57.0,25.7,52.9,6.57,73.8,loamy,zaid,rainfed,Rajasthan
pepper,spice,50.0,35.0,70.0,25.2,99.6,5.88,361.0,loamy,kharif,irrigated,Assam
sunflower,oilseed,92.0,81.0,73.0,26.2,79.9,7.84,81.3,loamy,kharif,rainfed,Bihar
groundnut,cash,12.0,68.0,73.0,34.8,78.6,7.19,115.7,loamy,rabi,irrigated,Karnataka
arecanut,plantation,43.0,18.0,108.0,26.7,68.9,6.74,259.6,laterite,kharif,rainfed,Kerala
jowar,millet,80.0,29.0,51.0,28.5,49.4,6.93,45.2,black,kharif,irrigated,Madhya Pradesh
cotton,cash,97.0,33.0,39.0,25.1,53.1,6.25,94.3,black,kharif,irrigated,Haryana
chickpea,pulse,33.0,74.0,59.0,14.0,62.6,7.29,82.3,black,rabi,irrigated,Madhya Pradesh
coriander,spice,34.0,47.0,34.0,28.5,55.1,6.01,62.7,sandy,rabi,irrigated,Madhya Pradesh
blackgram,pulse,33.0,38.0,35.0,34.3,68.9,6.09,86.4,loamy,kharif,irrigated,Uttar Pradesh
rice,cereal,140.0,30.0,36.0,23.5,90.4,6.38,287.5,alluvial,kharif,irrigated,Punjab
tea,plantation,20.0,22.0,28.0,17.7,100.5,4.63,235.3,laterite,kharif,rainfed,West Bengal
cabbage,vegetable,79.0,60.0,81.0,9.7,81.9,7.09,153.0,alluvial,rabi,rainfed,Assam
coconut,plantation,38.0,15.0,56.0,23.0,81.2,6.43,179.8,laterite,kharif,rainfed,Tamil Nadu
brinjal,vegetable,53.0,55.0,52.0,27.4,51.1,6.64,82.8,sandy,rabi,rainfed,West Bengal
apple,horticulture,32.0,31.0,19.0,16.6,69.3,6.93,180.7,loamy,rabi,rainfed,Jammu & Kashmir
mango,horticulture,30.0,40.0,37.0,38.2,44.7,5.8,144.8,loamy,kharif,rainfed,Bihar
cashew,plantation,24.0,32.0,13.0,21.9,62.8,6.38,168.3,loamy,kharif,rainfed,Andhra Pradesh
groundnut,cash,13.0,47.0,45.0,32.4,67.5,6.27,62.7,red,kharif,irrigated,Andhra Pradesh
kidneybeans,pulse,30.0,57.0,58.0,16.8,67.6,6.78,79.6,alluvial,kharif,rainfed,Karnataka
turmeric,spice,61.0,39.0,99.0,30.5,87.9,5.76,170.2,loamy,kharif,irrigated,Odisha
chickpea,pulse,21.0,69.0,65.0,26.8,52.4,7.79,84.2,alluvial,rabi,rainfed,Madhya Pradesh
cardamom,spice,36.0,37.0,38.0,21.7,72.9,5.0,210.0,laterite,kharif,irrigated,Karnataka
chilli,spice,65.0,55.0,70.0,28.4,75.4,5.96,64.4,loamy,kharif,rainfed,Tamil Nadu
papaya,horticulture,70.0,51.0,48.0,38.8,70.3,6.4,144.3,alluvial,kharif,irrigated,Andhra Pradesh
sunflower,oilseed,58.0,51.0,55.0,23.9,62.8,7.81,103.8,black,rabi,irrigated,Karnataka
guava,horticulture,40.0,35.0,28.0,20.6,55.8,6.7,122.1,sandy,kharif,irrigated,Maharashtra
grapes,horticulture,20.0,38.0,39.0,19.6,68.9,6.82,69.1,red,rabi,rainfed,Mizoram
wheat,cereal,153.0,84.0,49.0,25.5,47.5,6.43,65.4,black,rabi,rainfed,Punjab
banana,horticulture,85.0,66.0,116.0,22.9,84.3,7.07,176.5,red,kharif,rainfed,Karnataka
muskmelon,horticulture,48.0,39.0,40.0,38.8,55.8,6.7,66.5,loamy,zaid,rainfed,Rajasthan
cowpea,pulse,25.0,48.0,21.0,27.0,63.8,6.91,79.1,loamy,zaid,rainfed,Maharashtra
mustard,oilseed,77.0,54.0,28.0,14.4,48.2,6.91,72.3,sandy,rabi,irrigated,Uttar Pradesh
pomegranate,horticulture,42.0,24.0,26.0,17.6,61.9,7.83,80.9,sandy,kharif,rainfed,Gujarat
sugarcane,cash,157.0,59.0,104.0,29.0,66.6,7.97,200.3,alluvial,kharif,irrigated,Tamil Nadu
jute,cash,85.0,52.0,49.0,26.9,83.4,6.23,196.6,loamy,kharif,rainfed,Odisha
barley,cereal,75.0,51.0,45.0,8.6,64.9,7.83,81.6,sandy,rabi,rainfed,Himachal Pradesh
tomato,vegetable,70.0,56.0,64.0,20.6,72.7,6.48,103.7,red,kharif,irrigated,Karnataka
ragi,millet,59.0,30.0,48.0,16.2,81.4,5.54,104.6,red,kharif,irrigated,Odisha
sugarcane,cash,92.0,73.0,98.0,35.1,92.3,6.89,120.8,alluvial,kharif,irrigated,Maharashtra
chickpea,pulse,20.0,39.0,47.0,16.1,65.5,6.82,44.6,loamy,rabi,rainfed,Maharashtra
sapota,horticulture,32.0,22.0,58.0,19.1,84.8,7.4,163.7,alluvial,kharif,rainfed,Gujarat
greengram,pulse,31.0,38.0,29.0,36.9,75.6,6.54,80.1,alluvial,zaid,rainfed,Andhra Pradesh
potato,vegetable,125.0,63.0,82.0,15.9,81.8,5.21,110.2,sandy,rabi,irrigated,West Bengal
rose,flower,68.0,63.0,72.0,29.4,78.7,5.65,82.8,alluvial,rabi,irrigated,West Bengal
mango,horticulture,29.0,28.0,53.0,23.4,42.3,7.23,213.0,loamy,kharif,rainfed,Bihar
maize,cereal,64.0,52.0,75.0,23.7,70.7,6.9,126.8,loamy,kharif,rainfed,Madhya Pradesh
arecanut,plantation,37.0,17.0,106.0,27.6,68.4,6.99,202.9,alluvial,kharif,irrigated,Karnataka
horsegram,pulse,23.0,19.0,31.0,26.7,53.6,6.94,49.6,red,kharif,rainfed,Tamil Nadu
pigeonpeas,pulse,30.0,43.0,32.0,36.5,55.1,6.91,63.1,red,kharif,irrigated,Maharashtra
cocoa,plantation,33.0,33.0,61.0,37.2,73.0,6.78,266.9,laterite,kharif,rainfed,Kerala
coriander,spice,34.0,32.0,29.0,26.9,44.8,6.82,74.7,alluvial,rabi,rainfed,Rajasthan
rubber,plantation,39.0,23.0,31.0,35.4,80.7,6.36,218.6,alluvial,kharif,rainfed,Karnataka
apple,horticulture,30.0,29.0,38.0,7.9,84.1,5.92,167.2,alluvial,rabi,rainfed,Arunachal Pradesh
coconut,plantation,23.0,20.0,57.0,31.7,97.2,6.45,134.5,sandy,kharif,rainfed,Tamil Nadu
onion,vegetable,61.0,44.0,72.0,15.0,68.2,7.01,58.6,loamy,kharif,rainfed,Gujarat
pepper,spice,45.0,39.0,99.0,27.3,70.8,6.76,251.7,laterite,kharif,irrigated,Tamil Nadu
wheat,cereal,111.0,53.0,62.0,26.0,74.6,6.44,100.0,black,rabi,rainfed,Rajasthan
sunflower,oilseed,83.0,84.0,76.0,29.9,52.2,6.29,73.3,alluvial,kharif,irrigated,Orissa
potato,vegetable,86.0,58.0,98.0,13.2,78.2,6.46,91.2,alluvial,rabi,irrigated,Bihar
cardamom,spice,32.0,35.0,63.0,19.4,72.1,5.17,423.1,red,kharif,rainfed,Kerala
rubber,plantation,41.0,22.0,18.0,32.7,99.5,6.31,332.7,laterite,kharif,irrigated,Tripura
cardamom,spice,40.0,25.0,54.0,26.9,85.6,6.32,393.6,red,kharif,rainfed,Karnataka
watermelon,horticulture,68.0,44.0,43.0,36.2,71.1,6.67,50.0,sandy,zaid,rainfed,Karnataka
mothbeans,pulse,12.0,31.0,15.0,29.3,39.7,8.61,52.8,loamy,kharif,rainfed,Maharashtra
cabbage,vegetable,128.0,63.0,86.0,11.2,90.5,7.19,93.6,clay,rabi,irrigated,Odisha
mustard,oilseed,95.0,56.0,49.0,9.8,59.9,6.41,47.5,sandy,rabi,irrigated,Haryana
cashew,plantation,10.0,29.0,10.0,36.1,75.3,5.51,129.4,laterite,kharif,irrigated,Andhra Pradesh
sapota,horticulture,20.0,19.0,28.0,28.6,59.2,6.64,111.0,alluvial,kharif,irrigated,Maharashtra
sunflower,oilseed,62.0,57.0,54.0,26.7,63.5,7.11,80.7,alluvial,kharif,rainfed,Andhra Pradesh
coffee,plantation,46.0,21.0,43.0,19.8,86.4,6.59,166.3,laterite,kharif,rainfed,Andhra Pradesh
rose,flower,40.0,50.0,41.0,19.4,59.5,6.28,116.5,alluvial,rabi,rainfed,West Bengal
marigold,flower,61.0,66.0,44.0,30.8,79.3,6.93,88.2,sandy,kharif,rainfed,Karnataka
cotton,cash,72.0,53.0,68.0,28.6,61.0,6.58,67.1,alluvial,kharif,rainfed,Maharashtra
cardamom,spice,26.0,17.0,55.0,15.9,77.1,5.04,241.4,laterite,kharif,rainfed,Tamil Nadu
sunflower,oilseed,57.0,62.0,68.0,30.8,51.1,7.09,62.8,loamy,kharif,rainfed,Andhra Pradesh
jasmine,flower,51.0,41.0,38.0,28.9,74.4,7.39,121.7,sandy,kharif,rainfed,Karnataka
mango,horticulture,31.0,41.0,62.0,40.3,62.9,5.95,151.1,alluvial,kharif,rainfed,Andhra Pradesh
cashew,plantation,20.0,30.0,24.0,24.2,72.3,5.25,143.5,loamy,kharif,rainfed,Maharashtra
sapota,horticulture,39.0,34.0,54.0,26.9,65.5,7.32,195.6,loamy,kharif,rainfed,Maharashtra
jasmine,flower,51.0,48.0,60.0,28.3,76.6,6.69,81.5,alluvial,kharif,rainfed,Maharashtra
cardamom,spice,34.0,31.0,63.0,25.1,71.7,5.26,233.1,laterite,kharif,irrigated,Kerala
greengram,pulse,23.0,35.0,19.0,25.1,79.7,6.63,104.7,loamy,kharif,irrigated,Maharashtra
guava,horticulture,51.0,18.0,41.0,20.1,51.9,5.38,98.2,laterite,kharif,irrigated,Andhra Pradesh
tobacco,cash,60.0,35.0,60.0,20.8,66.7,6.31,69.6,loamy,rabi,rainfed,Gujarat
watermelon,horticulture,55.0,58.0,54.0,27.5,73.9,7.02,41.2,sandy,zaid,rainfed,Rajasthan
mothbeans,pulse,15.0,41.0,18.0,25.7,29.6,8.68,31.3,sandy,kharif,rainfed,Maharashtra
chickpea,pulse,25.0,43.0,59.0,21.8,42.7,6.25,73.6,alluvial,rabi,rainfed,Madhya Pradesh
tobacco,cash,34.0,45.0,40.0,30.5,78.2,6.87,73.2,sandy,rabi,rainfed,Bihar
horsegram,pulse,27.0,19.0,16.0,24.6,40.5,5.53,78.0,laterite,kharif,irrigated,Chhattisgarh
rice,cereal,128.0,45.0,48.0,36.2,68.4,5.7,224.4,clay,kharif,rainfed,Andhra Pradesh
muskmelon,horticulture,63.0,46.0,59.0,24.7,79.8,6.35,58.2,sandy,zaid,irrigated,Punjab
maize,cereal,72.0,53.0,60.0,30.1,77.4,6.1,60.9,red,kharif,rainfed,Andhra Pradesh
bajra,millet,34.0,15.0,36.0,30.5,44.7,6.23,40.6,red,kharif,irrigated,Maharashtra
pomegranate,horticulture,40.0,29.0,25.0,29.1,52.2,6.88,79.8,loamy,kharif,rainfed,Maharashtra
coffee,plantation,63.0,19.0,38.0,17.5,81.6,6.73,174.9,laterite,kharif,rainfed,Karnataka
cabbage,vegetable,122.0,56.0,84.0,9.4,85.2,6.63,149.4,clay,rabi,rainfed,West Bengal
tapioca,horticulture,56.0,64.0,135.0,24.7,83.6,6.79,188.9,laterite,kharif,rainfed,Maharashtra
ginger,spice,45.0,38.0,89.0,30.9,81.9,6.4,190.3,alluvial,kharif,rainfed,Odisha
bajra,millet,30.0,18.0,35.0,28.9,48.6,7.73,36.6,sandy,kharif,irrigated,Rajasthan
rubber,plantation,21.0,11.0,36.0,29.5,92.1,6.18,225.1,laterite,kharif,rainfed,Karnataka
cocoa,plantation,23.0,31.0,43.0,33.8,70.6,6.12,138.4,alluvial,kharif,irrigated,Karnataka
cabbage,vegetable,81.0,52.0,71.0,16.3,90.2,6.4,139.6,loamy,rabi,rainfed,Assam
sapota,horticulture,25.0,36.0,53.0,38.2,72.9,7.49,195.0,loamy,kharif,irrigated,Karnataka
barley,cereal,77.0,49.0,33.0,9.8,45.4,7.33,78.6,sandy,rabi,rainfed,Haryana
apple,horticulture,41.0,31.0,20.0,13.1,81.1,5.63,177.1,alluvial,rabi,irrigated,Himachal Pradesh
pomegranate,horticulture,38.0,33.0,30.0,18.5,61.7,7.68,48.9,loamy,kharif,rainfed,Rajasthan
cashew,plantation,18.0,15.0,22.0,19.0,65.4,6.79,102.4,laterite,kharif,irrigated,Goa
barley,cereal,103.0,54.0,37.0,8.6,59.6,7.6,43.7,alluvial,rabi,rainfed,Haryana
guava,horticulture,30.0,27.0,44.0,32.8,72.1,6.42,70.1,loamy,kharif,irrigated,Karnataka
groundnut,cash,10.0,67.0,64.0,31.6,58.8,6.06,117.6,sandy,rabi,rainfed,Karnataka
pineapple,horticulture,35.0,43.0,40.0,33.1,81.0,6.41,257.9,sandy,kharif,rainfed,Assam
muskmelon,horticulture,64.0,53.0,61.0,33.3,62.1,7.16,39.8,sandy,zaid,rainfed,Haryana
cabbage,vegetable,121.0,55.0,54.0,16.9,70.1,6.41,86.7,clay,rabi,rainfed,Assam
greengram,pulse,31.0,43.0,38.0,33.5,72.7,6.19,84.7,red,zaid,rainfed,Rajasthan
banana,horticulture,115.0,51.0,119.0,38.1,82.0,6.08,191.4,loamy,kharif,irrigated,Andhra Pradesh
ragi,millet,85.0,46.0,46.0,26.1,59.9,6.8,68.5,red,kharif,irrigated,Uttarakhand
sapota,horticulture,22.0,15.0,35.0,40.0,56.4,6.76,150.0,loamy,kharif,irrigated,Gujarat
pigeonpeas,pulse,28.0,37.0,38.0,26.0,53.9,6.57,104.3,loamy,kharif,rainfed,Karnataka
cardamom,spice,23.0,25.0,63.0,16.1,87.6,5.32,348.2,laterite,kharif,irrigated,Kerala
sapota,horticulture,34.0,28.0,40.0,22.8,57.8,6.28,140.5,laterite,kharif,rainfed,Tamil Nadu
mustard,oilseed,56.0,41.0,37.0,9.7,70.0,7.81,66.3,alluvial,rabi,irrigated,Uttar Pradesh
wheat,cereal,129.0,64.0,54.0,11.0,66.8,7.28,86.4,black,rabi,rainfed,Madhya Pradesh
tobacco,cash,42.0,32.0,49.0,31.4,61.6,5.62,85.9,loamy,rabi,irrigated,Karnataka
cotton,cash,81.0,56.0,62.0,22.0,58.1,7.05,74.8,alluvial,kharif,rainfed,Haryana
lentil,pulse,17.0,46.0,39.0,25.6,59.7,7.34,52.6,alluvial,rabi,irrigated,Madhya Pradesh
apple,horticulture,21.0,29.0,35.0,13.7,60.3,6.92,103.8,loamy,rabi,irrigated,Jammu & Kashmir
muskmelon,horticulture,64.0,45.0,59.0,24.2,65.3,6.02,69.3,loamy,zaid,rainfed,Uttar Pradesh
rice,cereal,97.0,49.0,45.0,28.7,78.4,6.62,199.5,clay,kharif,rainfed,Odisha
okra,vegetable,55.0,52.0,38.0,24.8,55.3,7.42,111.5,alluvial,zaid,rainfed,West Bengal
arecanut,plantation,40.0,28.0,81.0,26.9,81.1,7.46,191.8,alluvial,kharif,rainfed,Karnataka
ginger,spice,76.0,29.0,75.0,18.8,88.5,5.65,194.2,laterite,kharif,rainfed,Odisha
tapioca,horticulture,71.0,44.0,135.0,28.3,79.0,6.32,152.4,red,kharif,irrigated,Tamil Nadu
kidneybeans,pulse,31.0,71.0,31.0,26.2,60.9,6.01,123.6,loamy,kharif,rainfed,Jammu & Kashmir
chilli,spice,50.0,46.0,73.0,20.5,75.1,5.78,73.5,loamy,rabi,rainfed,Maharashtra
greengram,pulse,16.0,29.0,21.0,29.3,58.1,6.99,85.2,alluvial,zaid,irrigated,Madhya Pradesh
coffee,plantation,76.0,31.0,47.0,23.1,64.3,6.88,194.0,red,kharif,irrigated,Tamil Nadu
bajra,millet,61.0,33.0,23.0,27.0,58.9,6.53,28.9,loamy,kharif,irrigated,Gujarat
turmeric,spice,57.0,41.0,90.0,27.7,87.8,5.94,167.5,alluvial,kharif,rainfed,Tamil Nadu
blackgram,pulse,29.0,52.0,27.0,27.3,76.7,7.4,82.3,alluvial,kharif,irrigated,Andhra Pradesh
sugarcane,cash,122.0,55.0,87.0,34.0,75.4,7.2,165.6,loamy,kharif,irrigated,Andhra Pradesh
kidneybeans,pulse,31.0,65.0,54.0,21.2,84.0,6.27,89.8,alluvial,kharif,rainfed,Himachal Pradesh
tapioca,horticulture,95.0,60.0,94.0,37.7,57.4,6.32,185.7,red,kharif,rainfed,Karnataka
chickpea,pulse,33.0,64.0,57.0,15.4,61.9,7.93,81.3,alluvial,rabi,rainfed,Rajasthan
barley,cereal,80.0,42.0,48.0,16.0,45.1,6.65,77.4,loamy,rabi,irrigated,Rajasthan
blackgram,pulse,20.0,41.0,28.0,29.8,83.4,7.03,99.6,red,rabi,rainfed,Maharashtra
soybean,oilseed,34.0,82.0,52.0,24.9,85.8,6.9,127.6,loamy,kharif,rainfed,Maharashtra
horsegram,pulse,23.0,19.0,32.0,32.7,64.1,5.89,58.9,red,kharif,rainfed,Tamil Nadu
watermelon,horticulture,71.0,39.0,57.0,31.4,79.4,7.2,42.2,loamy,zaid,rainfed,Maharashtra
